"experiment_group","customer_id","customer_name","signup_date","device","total_transaction","total_session"
A,11020,Erica Doyle,"2020-07-07",mobile,287.73,4
B,11023,Joseph Matthews,"2021-11-21",mobile,84.05,5
B,11027,Dawn Romero,"2023-03-16",mobile,206.94,6
B,11029,Rebecca Medina,"2025-09-21",mobile,285.65,2
B,11033,Julie Solomon,"2020-12-30",mobile,47.97,5
A,11040,Danielle Potter,"2020-10-28",mobile,530.61,7
B,11043,Lori Marshall,"2023-09-24",mobile,129.78,4
B,11047,Laura Mason,"2020-06-02",mobile,58.69,6
A,11048,Mark Martin,"2022-07-31",mobile,485.34,8
B,11049,Heather Simmons,"2024-08-19",mobile,49.57,5
A,11050,Scott Allen,"2024-04-03",mobile,65.64,4
A,11052,Dawn Trujillo,"2021-08-07",mobile,72.89,5
A,11054,Steven Reyes,"2025-01-22",mobile,105.89,4
A,11066,Jeremy Riddle,"2022-03-12",mobile,17.62,4
A,11074,Sydney Smith,"2020-11-30",mobile,58.99,7
B,11075,Lisa Nguyen,"2024-10-03",mobile,238.24,4
B,11079,Marcus Hawkins,"2024-09-03",mobile,119.14,2
A,11094,Heather Gilbert,"2021-03-10",mobile,75.09,7
A,11096,Karen Baker,"2021-01-07",mobile,146.57,2
A,11102,Elizabeth Gates,"2022-04-13",mobile,89.25,7
A,11106,Emily Rogers,"2021-04-25",mobile,106.6,2
B,11107,Joy Garcia,"2023-11-23",mobile,250.49,8
B,11109,Todd Jacobs,"2022-05-01",mobile,224.14,6
A,11110,Lindsay Stewart,"2020-04-12",mobile,25.94,5
B,11111,Chad Santiago,"2021-12-02",mobile,56.49,3
A,11112,Amanda Williams,"2024-07-25",mobile,256.92,2
A,11116,Natalie Casey,"2022-02-26",mobile,402.4,6
B,11119,Elizabeth Meyer,"2020-03-12",mobile,81.02,5
A,11120,Molly Green,"2023-03-20",mobile,72.22,4
A,11126,Joel Jones,"2023-12-30",mobile,641.39,6
A,11128,Zachary Matthews,"2025-07-19",mobile,231.42,3
B,11131,Sean Mcmahon,"2025-01-30",mobile,49.21,4
A,11134,Mr. Jason Thomas,"2025-03-12",mobile,279.73,4
A,11138,Adrian Holder,"2022-02-11",mobile,42.24,3
A,11148,Jennifer Green,"2020-11-03",mobile,52.39,5
B,11151,Thomas Marsh,"2021-10-11",mobile,153.58,3
B,11159,Nicole Young,"2021-06-04",mobile,101.91,3
A,11162,Andrea White,"2023-03-09",mobile,48.24,3
A,11166,Brian Hart,"2022-02-09",mobile,211.73,3
B,11169,Shelby Hall,"2022-10-20",mobile,190.25,4
A,11172,William Yang,"2025-03-06",mobile,2085.29,6
B,11177,Angel Dalton,"2025-04-25",mobile,58.99,2
A,11178,Jose White,"2025-06-21",mobile,141.17,6
B,11179,Peter Lucas,"2021-09-11",mobile,102.64,3
B,11181,Mary James,"2024-10-20",mobile,321.65,3
A,11184,Cynthia White,"2020-05-03",mobile,211.72,3
A,11186,Taylor Williams,"2023-07-15",mobile,65.64,5
A,11190,Angel Lee,"2022-04-12",mobile,174.05,7
B,11191,Dennis Mendoza,"2020-12-10",mobile,26.99,4
B,11193,Andrew Williams,"2022-12-22",mobile,11.02,2
A,11198,Vincent Martinez,"2024-08-22",mobile,71.88,5
A,11204,Amanda Harrison,"2024-01-10",mobile,26.38,3
B,11205,Sheryl Ramos,"2025-03-09",mobile,26.4,2
B,11207,Randy Garcia,"2021-08-05",mobile,70.3,2
A,11214,Morgan Thomas,"2023-08-09",mobile,498.16,5
A,11222,Charles Brown,"2021-08-09",mobile,182.18,6
B,11227,Kenneth Davila,"2020-08-20",mobile,377.01,5
B,11231,Ashley Wilson,"2020-06-23",mobile,373.24,5
B,11237,Justin Randolph,"2021-07-31",mobile,261.89,3
A,11240,Ashley Smith,"2023-05-20",mobile,109.89,4
B,11245,Michelle Collins,"2020-08-22",mobile,132.66,4
A,11246,John Torres,"2020-03-28",mobile,67.82,4
A,11254,Caitlyn Deleon,"2022-04-09",mobile,588.81,5
B,11259,Tiffany Sullivan,"2023-10-23",mobile,276.88,5
B,11261,Jonathan Silva,"2023-04-12",mobile,593.49,3
B,11265,Brian Gray,"2020-08-18",mobile,845.49,5
A,11266,Elizabeth Cervantes,"2022-03-15",mobile,86.14,2
B,11267,Brenda Castro MD,"2025-04-26",mobile,133.98,6
A,11272,Michelle Evans,"2023-01-19",mobile,45.74,3
B,11283,Christopher Gonzalez,"2020-01-29",mobile,2364.76,8
B,11285,Brandon Patterson II,"2023-03-10",mobile,235.72,4
A,11286,Daniel Sandoval,"2021-03-30",mobile,133.59,5
B,11293,Craig Wolf,"2021-04-19",mobile,209.53,3
B,11295,Lisa Smith,"2022-02-28",mobile,45.5,6
B,11299,William Gray,"2022-04-25",mobile,139.9,6
B,11301,James Reed,"2022-12-27",mobile,50.86,4
B,11305,John Price,"2023-08-31",mobile,87.26,5
A,11306,James Jones,"2022-07-21",mobile,105.75,5
B,11311,Adam Reed,"2020-12-28",mobile,250.18,3
A,11312,Kristin Stewart,"2023-07-17",mobile,16.05,4
A,11316,Phillip Gutierrez,"2025-06-13",mobile,264.28,5
B,11319,Richard Mcbride,"2020-03-26",mobile,250.58,8
A,11332,Mary Hurst,"2024-06-26",mobile,139.7,7
A,11336,Dr. Sarah Collins MD,"2022-05-09",mobile,183.82,2
B,11341,Robert Scott,"2024-04-17",mobile,408.61,6
B,11347,Wendy Mcfarland,"2023-03-05",mobile,125.35,5
B,11353,Justin Grant,"2023-03-06",mobile,141.32,4
A,11354,Louis Garrison,"2021-05-20",mobile,100.88,2
B,11361,Rebecca Lindsey,"2022-07-07",mobile,51.26,3
B,11363,Gina Donaldson,"2023-05-14",mobile,39.11,6
A,11364,Scott Phillips,"2023-02-14",mobile,68.0,6
B,11365,Cheyenne Page,"2023-02-03",mobile,373.02,2
A,11374,Jesse Smith,"2023-05-21",mobile,163.11,3
B,11375,Shelby Robertson,"2021-12-10",mobile,24.63,4
A,11378,Douglas Thomas,"2025-10-11",mobile,19.05,4
B,11381,Jerry Gardner,"2023-06-28",mobile,65.47,4
A,11382,Jose Owens,"2023-02-10",mobile,79.83,5
B,11383,Yolanda Adams,"2022-12-10",mobile,55.01,5
A,11384,Audrey Beasley,"2022-07-11",mobile,25.42,5
B,11387,Greg Scott,"2020-01-15",mobile,488.67,5
B,11389,Dylan Williams,"2022-05-20",mobile,361.76,3
A,11390,Lisa Melendez,"2025-04-28",mobile,120.31,3
A,11394,Sandra Quinn,"2025-06-04",mobile,294.26,7
B,11397,Geoffrey Harding,"2020-05-27",mobile,110.32,6
A,11400,Denise Villarreal MD,"2021-10-21",mobile,478.09,6
B,11401,Brittany Morris,"2024-10-07",mobile,54.46,6
A,11404,Alexander Anderson,"2021-10-30",mobile,137.3,6
A,11408,Melissa Arias MD,"2022-09-22",mobile,48.32,2
A,11410,Cindy Martin,"2025-08-19",mobile,44.88,4
A,11416,Amanda Kemp,"2020-02-10",mobile,229.44,2
A,11418,Kayla Wang,"2022-09-30",mobile,179.06,2
A,11436,Taylor Higgins,"2023-10-25",mobile,107.6,4
A,11438,Megan Johnson,"2021-09-10",mobile,16.33,3
A,11444,Kristen Rodriguez,"2022-04-02",mobile,422.09,7
A,11446,Raymond Wilson,"2020-08-23",mobile,1123.78,5
A,11448,Sarah Thomas,"2020-05-31",mobile,188.49,2
B,11451,Cassandra Parker,"2023-05-06",mobile,116.62,6
B,11457,Jessica Hamilton,"2025-04-09",mobile,35.74,3
A,11458,Lisa Young,"2024-08-03",mobile,235.2,4
A,11460,Gilbert Taylor,"2023-01-31",mobile,118.66,3
A,11462,Rachel Humphrey,"2023-04-26",mobile,61.38,5
A,11464,Patricia Young,"2025-03-31",mobile,356.31,5
B,11465,William Burke,"2025-07-19",mobile,407.47,5
A,11466,Michael Cooke,"2023-01-01",mobile,113.77,6
A,11470,James Diaz,"2024-05-07",mobile,428.47,10
B,11471,James West,"2021-08-26",mobile,231.65,3
A,11472,Jennifer Barton,"2021-12-03",mobile,470.11,3
A,11480,Timothy Scott,"2025-04-09",mobile,94.22,3
B,11489,Alexandria Turner,"2023-02-24",mobile,133.52,6
B,11499,Brian Villarreal,"2022-03-07",mobile,82.71,7
A,11502,Heather Jackson,"2025-02-21",mobile,718.77,4
B,11503,Carrie Walton,"2023-08-19",mobile,127.45,6
A,11504,Michelle Jones,"2025-04-17",mobile,183.35,2
B,11507,Annette Lang,"2024-08-02",mobile,42.09,3
A,11510,Roger Smith,"2024-09-20",mobile,125.26,3
B,11513,Dave Sanchez,"2021-08-11",mobile,291.18,5
A,11514,Angela Oconnell,"2025-01-28",mobile,113.93,4
A,11528,Jamie Williamson,"2021-05-30",mobile,26.6,3
A,11530,Robert Cooley,"2023-04-14",mobile,105.42,5
B,11535,Wendy Gutierrez,"2023-10-28",mobile,464.53,3
B,11539,Jason Thompson,"2021-08-19",mobile,27.22,4
A,11540,Tiffany Ramirez,"2022-09-23",mobile,162.78,3
B,11541,Jodi Moore,"2024-05-28",mobile,189.25,5
A,11542,Luke Lopez,"2021-04-27",mobile,381.11,4
A,11550,Kimberly Medina,"2024-04-10",mobile,32.02,3
B,11553,Brittany Murray,"2023-11-22",mobile,733.71,4
A,11554,Daniel Haynes,"2021-09-07",mobile,297.98,5
A,11556,Alan Ward,"2025-01-07",mobile,316.63,3
A,11558,Rebecca Sullivan,"2022-07-31",mobile,111.21,5
A,11560,Benjamin Aguilar,"2023-08-18",mobile,84.34,4
A,11564,Holly Drake,"2024-08-13",mobile,254.67,6
A,11566,Nathan Hernandez,"2024-01-20",mobile,31.92,4
B,11567,Nicholas Moran,"2024-08-31",mobile,108.09,3
A,11574,Courtney Johnson,"2020-10-10",mobile,470.58,2
B,11577,Holly Hogan,"2023-07-17",mobile,48.01,5
B,11583,Christopher Werner,"2022-08-03",mobile,51.76,2
A,11590,Kelly Davis,"2022-10-23",mobile,59.86,3
A,11592,Greg Hurley,"2021-08-26",mobile,74.47,2
B,11593,Ruben Rodgers,"2024-07-27",mobile,209.57,4
B,11603,Rachel Frederick,"2022-09-17",mobile,86.59,4
A,11606,Julie Williams DDS,"2021-08-25",mobile,965.48,5
B,11613,Alicia Bryant,"2025-03-05",mobile,85.26,3
B,11615,Robert Lang,"2021-07-26",mobile,183.06,3
B,11617,Bethany Johnson,"2024-01-28",mobile,211.19,6
A,11624,Krista West,"2023-11-16",mobile,222.39,4
B,11625,Brianna Contreras,"2020-07-31",mobile,947.73,3
A,11628,Eric Watson,"2021-09-27",mobile,875.1,6
B,11629,Kevin Sexton,"2025-01-25",mobile,35.1,2
B,11631,Christina Flores,"2022-10-16",mobile,122.8,2
A,11634,Kayla Reynolds,"2021-03-10",mobile,374.79,4
B,11637,Patricia Lewis,"2023-04-27",mobile,60.03,3
A,11638,Casey Fletcher,"2021-09-13",mobile,585.22,5
A,11642,Katherine Williams,"2020-06-15",mobile,220.54,6
B,11643,John Williams,"2024-07-07",mobile,116.88,6
A,11646,Brian Welch,"2020-04-02",mobile,95.19,3
B,11661,Nicholas Smith,"2023-09-01",mobile,247.57,4
A,11662,Stephanie Lyons,"2023-08-13",mobile,500.94,7
B,11663,Cassandra Roman DDS,"2025-02-18",mobile,52.83,4
B,11669,Allen Silva,"2025-07-30",mobile,216.14,3
B,11671,Russell Taylor,"2023-06-25",mobile,70.67,3
B,11683,Devin Rodriguez,"2023-07-10",mobile,36.51,5
B,11689,Amy Rodriguez,"2022-11-06",mobile,60.98,4
A,11690,Marc Robinson,"2020-05-19",mobile,18.71,2
B,11693,Tyler Wade,"2020-03-08",mobile,58.39,2
B,11699,Matthew Smith,"2023-08-05",mobile,333.55,5
B,11707,Jonathan Morris,"2024-01-06",mobile,183.6,7
A,11714,Sheila Contreras,"2025-02-09",mobile,228.42,4
B,11715,Angela Henry,"2024-09-27",mobile,39.61,2
B,11733,Tiffany Campbell,"2020-12-01",mobile,184.06,3
B,11735,Thomas Christian,"2025-05-21",mobile,66.72,2
A,11740,Christopher Barrett,"2023-03-03",mobile,147.78,4
A,11744,Megan Bradford,"2023-05-15",mobile,246.98,3
B,11747,Jennifer Garrison,"2020-09-03",mobile,757.45,7
B,11749,Donna Vance,"2025-04-29",mobile,185.59,6
A,11756,Sarah Perez,"2025-06-13",mobile,597.13,4
B,11763,Joseph Edwards,"2021-10-01",mobile,68.26,2
B,11777,Dr. Ryan Fleming Jr.,"2022-03-06",mobile,260.59,3
B,11779,John Patel Jr.,"2024-11-06",mobile,500.44,3
B,11781,Brian Ford,"2021-09-05",mobile,264.69,5
A,11784,Jonathan Quinn,"2024-11-04",mobile,67.45,4
B,11785,Mark James,"2021-09-17",mobile,62.61,4
B,11787,Donald Miller,"2021-08-28",mobile,343.06,4
A,11790,Brian Banks,"2022-09-05",mobile,61.55,3
B,11791,William Mcgrath,"2024-09-04",mobile,199.56,3
A,11796,Patrick Butler,"2023-06-13",mobile,768.67,5
B,11797,Christopher Moreno,"2023-03-04",mobile,214.4,8
A,11800,Douglas Santos,"2021-09-08",mobile,75.86,4
A,11802,Andrew Peterson,"2020-09-14",mobile,133.27,2
A,11810,Edward Williams,"2025-02-26",mobile,144.47,5
B,11813,Joshua Ross,"2022-03-11",mobile,74.58,3
A,11818,Kimberly Miller,"2021-05-08",mobile,16.58,3
A,11824,Matthew Johnson,"2021-05-01",mobile,303.13,4
A,11828,Allison Sweeney,"2021-11-10",mobile,128.09,3
A,11832,Ashley Thomas,"2024-01-22",mobile,371.42,7
B,11839,Cynthia Fisher,"2021-12-20",mobile,32.04,2
B,11843,Anthony Williams,"2022-01-09",mobile,119.47,3
A,11850,Lori Rivera,"2022-06-08",mobile,180.6,4
A,11852,April Davis,"2024-06-22",mobile,37.55,5
A,11856,Jerome Ware,"2025-01-11",mobile,259.3,5
A,11858,Kyle Tran,"2020-06-28",mobile,115.59,3
B,11859,Matthew Lawson,"2023-05-19",mobile,38.86,3
A,11862,Anne Suarez,"2021-08-17",mobile,26.75,6
A,11868,Angela Jones,"2023-10-01",mobile,292.9,4
A,11870,Taylor Smith,"2020-08-30",mobile,415.02,7
A,11874,Mrs. Angela Peters,"2020-08-29",mobile,109.12,6
A,11876,Robin Lamb MD,"2021-06-05",mobile,15.33,4
A,11878,William Simpson,"2024-08-31",mobile,132.91,4
A,11882,Dr. Theodore Lewis DDS,"2023-04-14",mobile,67.11,3
B,11885,Randy Griffin,"2020-08-04",mobile,44.53,3
B,11895,Jennifer Myers,"2024-03-08",mobile,313.85,8
A,11898,Michael Mccarty,"2022-11-27",mobile,376.28,5
A,11900,Ian Preston,"2025-07-10",mobile,43.88,6
B,11901,Christian Juarez,"2022-11-01",mobile,73.76,6
A,11904,Jade Davis,"2021-01-06",mobile,185.61,4
A,11908,Mr. Thomas Johnson,"2024-01-12",mobile,101.73,2
B,11909,Jonathan Shepherd,"2023-01-22",mobile,128.33,4
A,11912,Kendra Wood,"2020-05-22",mobile,189.25,3
A,11916,Kevin Andrews,"2023-08-02",mobile,331.25,4
A,11920,Caitlin Cochran,"2022-09-25",mobile,160.71,3
B,11923,Andrew Berger,"2024-09-06",mobile,346.17,2
A,11924,Joe Wilson,"2025-01-11",mobile,201.79,3
B,11925,Juan Stewart,"2022-04-21",mobile,222.05,4
A,11926,Katrina Hernandez,"2020-07-08",mobile,41.26,4
A,11934,Martha Ortega,"2020-10-29",mobile,118.57,3
B,11935,Mark Bentley,"2023-03-15",mobile,98.49,4
A,11948,Nicole Martinez,"2024-04-14",mobile,113.88,4
B,11953,Kristopher Robinson,"2020-02-15",mobile,330.78,4
B,11955,Lynn Hughes,"2025-07-01",mobile,361.43,3
A,11960,Michael Ross,"2024-07-06",mobile,969.94,6
A,11970,Cindy Williams,"2024-11-19",mobile,405.66,6
B,11977,Yvette Dominguez,"2021-06-04",mobile,221.17,4
A,11978,Maria Lane,"2020-02-04",mobile,10.6,3
A,11986,Kaitlin Friedman,"2020-09-24",mobile,209.91,5
A,11994,Ryan Parker,"2023-12-03",mobile,621.57,3
B,11995,Troy Hayes,"2024-01-08",mobile,119.27,3
B,11997,Bryan Dawson,"2024-06-10",mobile,204.15,3
A,11998,Megan Rios DDS,"2022-07-17",mobile,42.3,3
A,12004,Chad Smith,"2023-05-17",mobile,418.17,4
A,12006,Jessica Payne,"2020-06-21",mobile,86.53,2
A,12010,Dr. Patrick Morse Jr.,"2020-12-18",mobile,378.58,3
B,12015,Jennifer Mcintosh,"2023-09-12",mobile,76.6,6
B,12021,Brian Short,"2020-09-12",mobile,107.46,2
A,12022,Charles Velasquez,"2020-09-18",mobile,309.56,5
A,12024,Courtney Webb,"2020-10-18",mobile,99.15,2
A,12026,Lindsey Stanley,"2021-03-09",mobile,97.73,8
B,12029,Rhonda Stewart,"2023-07-01",mobile,36.32,3
B,12031,Nicholas Garcia,"2025-06-03",mobile,430.92,6
B,12033,Patricia Parker,"2024-11-10",mobile,72.79,6
B,12035,Brittany Madden,"2023-09-12",mobile,37.98,3
A,12038,Tiffany Wheeler,"2025-09-30",mobile,49.2,2
A,12044,James Craig,"2025-05-25",mobile,231.98,3
B,12045,Jasmine Davis,"2021-11-19",mobile,222.15,5
B,12049,Kimberly White,"2024-03-23",mobile,44.4,2
A,12052,Allison Martinez,"2023-08-18",mobile,244.19,4
B,12057,Karen Mendoza,"2023-03-02",mobile,11.67,4
A,12058,Jean Brown,"2024-08-04",mobile,462.85,4
B,12059,Patrick Clark,"2024-01-09",mobile,134.89,6
A,12062,Christina Ruiz,"2021-04-24",mobile,162.44,6
A,12064,Sara Miller,"2023-02-28",mobile,183.05,4
A,12068,Lindsay Mcgee,"2022-05-19",mobile,111.85,2
B,12075,Anthony Cobb,"2020-03-19",mobile,58.88,4
B,12077,Kelly Wilkins,"2021-02-22",mobile,220.05,2
A,12078,Jennifer Murray,"2023-04-28",mobile,343.48,3
B,12081,Martin Simon,"2024-11-20",mobile,90.8,4
A,12084,Timothy Velez,"2025-03-26",mobile,109.51,4
B,12091,Jacqueline Velasquez,"2021-09-06",mobile,52.54,5
A,12092,James Johnson,"2022-03-23",mobile,53.39,2
B,12093,John Perez,"2020-08-03",mobile,230.81,4
A,12096,Juan Lane IV,"2025-05-14",mobile,243.69,5
A,12100,Daniel Hoffman,"2023-09-15",mobile,285.82,2
A,12102,Rebecca Fleming,"2023-08-07",mobile,101.26,3
B,12105,Joseph Price,"2025-02-02",mobile,510.65,4
B,12107,Sandra Stewart,"2022-08-20",mobile,66.67,2
B,12109,Rebecca Patterson,"2022-06-06",mobile,63.55,3
B,12113,Dillon Bean,"2023-08-02",mobile,95.1,5
A,12114,Katelyn Melton,"2020-10-26",mobile,558.53,6
B,12117,Leslie Mcgee,"2024-09-15",mobile,1136.28,6
B,12129,Troy Snyder,"2020-06-29",mobile,313.81,5
A,12130,Sarah Brown,"2020-11-09",mobile,80.22,2
A,12136,David Hall,"2024-05-28",mobile,238.37,4
B,12137,Jasmine Mcguire,"2020-02-15",mobile,66.46,4
B,12139,Stephanie Lopez,"2024-03-30",mobile,319.91,5
A,12140,Robert Wilson,"2021-09-03",mobile,19.1,3
B,12143,Carrie Jones,"2021-11-04",mobile,195.45,5
A,12148,Janet Glover,"2020-07-16",mobile,179.83,4
A,12154,Mary English DVM,"2025-08-04",mobile,195.72,3
A,12156,Tyler Proctor,"2023-03-16",mobile,15.51,4
B,12165,Megan Stevens,"2020-08-05",mobile,89.17,3
B,12169,Courtney Walker,"2023-09-11",mobile,24.45,6
A,12172,Michaela Little,"2025-01-23",mobile,167.7,3
A,12186,Rachel Garrison,"2021-07-21",mobile,269.78,8
A,12188,Jose Johnson,"2021-07-15",mobile,165.98,7
B,12189,Jeffrey Rubio,"2024-01-07",mobile,13.82,3
A,12190,Ronald Wise,"2023-01-20",mobile,270.0,3
B,12191,Robert Collins,"2025-05-07",mobile,317.46,7
B,12193,Donna Woods,"2023-07-22",mobile,22.06,5
A,12196,Brooke Mitchell,"2024-01-22",mobile,103.93,3
B,12197,Jordan Mullen,"2021-10-02",mobile,575.4,3
B,12199,Kurt Lowe,"2020-06-23",mobile,400.66,6
A,12200,Barry Mayer,"2022-08-21",mobile,251.65,4
B,12207,Mr. Clayton Escobar,"2025-10-02",mobile,121.42,4
A,12210,Darren Olsen,"2025-03-26",mobile,1081.57,3
B,12211,Anita Garcia,"2023-04-09",mobile,112.16,2
B,12213,Julie Smith,"2023-11-21",mobile,568.99,6
A,12216,Terri Lewis,"2025-06-12",mobile,17.26,4
A,12218,David Patterson,"2023-08-01",mobile,629.5,5
A,12222,Robert Fitzpatrick,"2023-12-15",mobile,23.23,3
B,12223,Jason Ward,"2025-05-20",mobile,139.72,4
A,12226,Mario Luna,"2023-05-07",mobile,248.46,4
B,12227,Gordon Ward,"2020-11-01",mobile,513.17,7
A,12230,Kendra Fisher,"2024-03-25",mobile,241.57,3
A,12236,Pamela Chambers,"2024-09-20",mobile,195.7,3
A,12240,Elizabeth Ramirez,"2020-01-13",mobile,318.61,3
A,12242,Dr. Jennifer Contreras,"2025-08-29",mobile,391.43,6
B,12253,Cody Cruz,"2023-08-01",mobile,12.8,3
B,12255,Michael Russell,"2020-06-21",mobile,53.97,6
B,12261,Beth Wagner,"2023-01-18",mobile,150.8,4
A,12262,Tyler Carter,"2025-05-25",mobile,77.26,2
B,12263,Micheal Hodges,"2024-08-14",mobile,181.51,3
A,12264,Roy Jackson,"2023-08-19",mobile,39.25,2
A,12266,Christopher Gomez,"2024-06-03",mobile,124.93,4
A,12272,Katherine Price,"2024-08-10",mobile,20.19,3
B,12277,Terrance Norton,"2021-05-09",mobile,48.02,4
A,12278,David Roach,"2025-09-27",mobile,404.16,4
B,12287,Rebecca Chaney,"2025-06-05",mobile,505.23,5
B,12291,Kevin Wheeler,"2020-01-23",mobile,16.25,5
A,12296,Steve Bridges,"2025-07-02",mobile,1000.74,5
A,12298,Joshua Merritt,"2021-10-15",mobile,103.04,5
B,12299,Jennifer Smith,"2020-06-09",mobile,199.17,4
A,12300,Edward Graham,"2023-12-04",mobile,218.57,5
A,12302,Andrea Frank,"2021-03-05",mobile,98.19,4
A,12304,David Bradley,"2021-06-04",mobile,21.26,3
B,12305,Jill Crane,"2025-09-03",mobile,176.02,3
B,12307,Sharon Browning,"2021-11-06",mobile,10.64,3
A,12308,Benjamin Lin,"2024-10-13",mobile,101.03,2
A,12310,Martin Johnson,"2021-12-25",mobile,402.49,2
B,12311,Benjamin Thompson,"2022-05-29",mobile,13.13,4
A,12312,Kristina Ward,"2021-10-01",mobile,82.61,5
A,12324,Stephanie Ochoa,"2025-03-08",mobile,20.66,6
B,12325,Kristi Clay,"2021-11-23",mobile,367.88,4
A,12330,Melissa Dunn,"2023-05-09",mobile,12.37,4
B,12335,Michael Caldwell,"2025-09-06",mobile,63.28,5
B,12337,Ashley Yu,"2023-10-28",mobile,77.58,3
B,12339,Jonathan Wilson,"2020-01-28",mobile,100.37,4
B,12341,Michael Flores,"2021-01-17",mobile,884.06,4
B,12343,Karen Valentine,"2024-12-29",mobile,55.18,4
B,12347,Catherine Lopez,"2025-05-12",mobile,186.4,6
A,12348,Donald Martin,"2023-04-02",mobile,63.52,3
A,12350,Gregory Stokes,"2023-05-23",mobile,76.13,2
B,12351,Justin Pierce,"2020-03-03",mobile,171.24,3
A,12356,Jerry Kennedy,"2025-02-23",mobile,13.63,2
A,12358,Mr. Edward Bird,"2021-10-11",mobile,150.21,2
B,12363,Brent Turner,"2024-01-31",mobile,649.73,5
A,12364,Melanie Lee,"2024-11-05",mobile,313.15,8
B,12373,Sherry Freeman,"2025-01-30",mobile,294.27,7
B,12375,David Rogers,"2025-04-01",mobile,269.97,3
A,12378,David Crawford,"2021-07-26",mobile,157.79,8
B,12381,Thomas Jones,"2024-01-26",mobile,261.7,6
A,12382,Taylor Hill,"2024-03-16",mobile,122.09,5
B,12385,Pamela Morrison,"2021-12-31",mobile,161.6,3
A,12392,Mia Cain,"2024-11-12",mobile,512.33,3
A,12400,Heather Hood,"2021-11-17",mobile,91.9,6
A,12402,Melvin Ramirez,"2024-03-06",mobile,81.1,7
A,12406,John Hayden,"2023-11-06",mobile,330.84,2
B,12407,Paul Mullen,"2024-02-18",mobile,716.62,4
A,12408,Robert Frey,"2021-06-03",mobile,31.66,4
A,12412,Patty Parker,"2024-01-07",mobile,157.84,5
B,12415,Thomas Dixon,"2020-12-08",mobile,336.0,3
A,12416,Sarah Rice,"2025-03-13",mobile,51.01,7
A,12420,Eric Savage,"2022-10-20",mobile,16.45,2
A,12422,Erik Rush,"2025-09-19",mobile,35.14,3
B,12423,Kristina Lee,"2020-02-01",mobile,83.49,2
A,12428,Rachel Cook,"2021-10-08",mobile,240.51,2
A,12430,Joshua Simmons,"2020-01-07",mobile,188.93,3
A,12432,Elizabeth Campbell,"2021-04-02",mobile,195.08,2
B,12433,Amy Baker,"2020-04-20",mobile,142.07,2
B,12435,Mitchell Stewart,"2024-08-05",mobile,50.84,3
B,12437,Amanda Bishop,"2021-07-16",mobile,151.8,9
B,12443,Amy Gomez,"2023-09-16",mobile,214.55,6
A,12444,Brianna Wilson,"2024-08-02",mobile,195.71,2
B,12447,Derek Taylor,"2020-04-09",mobile,42.61,6
A,12448,Edward Dunn,"2025-05-29",mobile,1066.11,3
A,12450,Jill Jones,"2022-11-26",mobile,457.33,3
B,12451,Richard Wright,"2022-07-17",mobile,222.37,4
B,12453,Catherine Hill,"2025-01-01",mobile,561.53,4
A,12456,Mr. George Payne,"2024-08-09",mobile,51.43,3
A,12460,Jesse Mcdonald,"2021-04-02",mobile,58.09,2
B,12461,Calvin Salinas,"2024-07-09",mobile,186.3,4
A,12462,Ricky Gaines,"2024-07-04",mobile,234.8,5
B,12463,Stephanie Fox,"2021-01-03",mobile,198.96,3
A,12464,Todd Williams,"2023-12-12",mobile,356.08,3
A,12466,Joe Brown,"2024-01-17",mobile,233.62,2
A,12468,Carol Martinez,"2023-11-27",mobile,60.73,2
B,12469,Justin Walls,"2020-02-11",mobile,221.7,5
A,12472,Diane Le,"2024-11-01",mobile,172.11,4
B,12475,Robert Steele,"2022-11-22",mobile,204.92,4
B,12479,Jamie Chapman,"2024-07-13",mobile,121.73,4
B,12481,Paul Tucker,"2025-09-06",mobile,145.16,3
B,12483,Donna Fisher,"2020-10-19",mobile,110.22,3
A,12488,Henry Sanchez,"2021-11-19",mobile,55.75,3
B,12489,Taylor Anderson,"2024-02-09",mobile,154.39,5
A,12492,Michelle Davis,"2021-06-06",mobile,204.12,4
B,12497,Laura Hunt,"2023-08-14",mobile,27.14,4
B,12505,Kimberly Fisher,"2024-10-25",mobile,103.55,4
B,12513,Colleen Weiss,"2021-03-07",mobile,56.3,3
A,12514,Mrs. Amanda Lee,"2020-02-26",mobile,119.19,3
B,12515,Christopher Stuart,"2023-07-26",mobile,19.33,5
B,12521,Tracey Mills,"2025-04-16",mobile,490.01,4
A,12524,Linda Roberts,"2022-03-13",mobile,438.84,4
A,12530,Jason Meyers,"2021-09-22",mobile,357.77,6
A,12532,Daniel Keller,"2021-09-26",mobile,211.74,3
B,12535,Kelsey Sanchez,"2023-04-12",mobile,19.81,3
A,12536,Michael Moore,"2022-10-04",mobile,156.07,3
B,12543,Michelle Williams,"2020-01-07",mobile,160.68,3
B,12545,Erik Watts,"2025-04-07",mobile,42.63,2
A,12546,Stephanie Henderson,"2025-02-14",mobile,51.82,3
B,12555,Elizabeth Campos,"2022-01-12",mobile,109.36,7
A,12556,Kristen Houston,"2025-10-12",mobile,43.59,4
B,12559,Kathleen Garner,"2023-05-26",mobile,116.2,5
A,12560,Brandy Gordon,"2022-07-12",mobile,24.7,2
B,12569,Robin Robles,"2020-12-19",mobile,56.15,2
B,12573,Carol Martin,"2020-12-31",mobile,39.3,3
B,12577,Dominique Wilkinson,"2024-10-11",mobile,192.07,3
